1	0	0.000000
2	1	0.000000
3	1	0.000000
4	2	0.000000
5	3	0.000000
6	5	0.000000
7	8	0.000000
8	13	0.000000
9	21	0.000000
10	34	0.000000
11	55	0.000000
12	89	0.000000
13	144	0.000000
14	233	0.000000
15	377	0.000000
16	610	0.000000
17	987	0.000000
18	1597	0.000000
19	2584	0.000000
20	4181	0.000000
21	6765	0.000000
22	10946	0.000000
23	17711	0.000000
24	28657	0.000000
25	46368	0.000000
26	75025	0.000000
27	121393	0.000000
28	196418	0.000000
29	317811	0.000000
30	514229	0.000000
31	832040	0.000000
32	1346269	0.000000
33	2178309	0.000000
34	3524578	0.000000
35	5702887	0.000000
36	9227465	0.000000
37	14930352	0.000000
38	24157817	0.000000
39	39088169	0.000000
40	63245986	0.000000
41	102334155	0.000000
42	165580141	0.000000
43	267914296	0.000000
44	433494437	0.000000
45	701408733	0.000000
46	1134903170	0.000000
47	1836311903	0.000000
48	-1323752223	0.000000
49	512559680	0.000000
50	-811192543	0.000000
51	-298632863	0.000000
52	-1109825406	0.000000
53	-1408458269	0.000000
54	1776683621	0.000000
55	368225352	0.000000
56	2144908973	0.000000
57	-1781832971	0.000000
58	363076002	0.000000
59	-1418756969	0.000000
60	-1055680967	0.000000
61	1820529360	0.000000
62	764848393	0.000000
63	-1709589543	0.000000
64	-944741150	0.000000
65	1640636603	0.000000
66	695895453	0.000000
67	-1958435240	0.000000
68	-1262539787	0.000000
69	1073992269	0.000000
70	-188547518	0.000000
71	885444751	0.000000
72	696897233	0.000000
73	1582341984	0.000000
74	-2015728079	0.000000
75	-433386095	0.000000
76	1845853122	0.000000
77	1412467027	0.000000
78	-1036647147	0.000000
79	375819880	0.000000
80	-660827267	0.000000
81	-285007387	0.000000
82	-945834654	0.000000
83	-1230842041	0.000000
84	2118290601	0.000000
85	887448560	0.000000
86	-1289228135	0.000000
87	-401779575	0.000000
88	-1691007710	0.000000
89	-2092787285	0.000000
90	511172301	0.000000
91	-1581614984	0.000000
92	-1070442683	0.000000
93	1642909629	0.000000
94	572466946	0.000000
95	-2079590721	0.000000
96	-1507123775	0.000000
97	708252800	0.000000
98	-798870975	0.000000
99	-90618175	0.000000
100	-889489150	0.000000
101	-980107325	0.000000
102	-1869596475	0.000000
103	1445263496	0.000000
104	-424332979	0.000000
105	1020930517	0.000000
106	596597538	0.000000
107	1617528055	0.000000
108	-2080841703	0.000000
109	-463313648	0.000000
110	1750811945	0.000000
111	1287498297	0.000000
112	-1256657054	0.000000
113	30841243	0.000000
114	-1225815811	0.000000
115	-1194974568	0.000000
116	1874176917	0.000000
117	679202349	0.000000
118	-1741588030	0.000000
119	-1062385681	0.000000
120	1490993585	0.000000
121	428607904	0.000000
122	1919601489	0.000000
123	-1946757903	0.000000
124	-27156414	0.000000
125	-1973914317	0.000000
126	-2001070731	0.000000
127	319982248	0.000000
128	-1681088483	0.000000
129	-1361106235	0.000000
130	1252772578	0.000000
131	-108333657	0.000000
132	1144438921	0.000000
133	1036105264	0.000000
134	-2114423111	0.000000
135	-1078317847	0.000000
136	1102226338	0.000000
137	23908491	0.000000
138	1126134829	0.000000
139	1150043320	0.000000
140	-2018789147	0.000000
141	-868745827	0.000000
142	1407432322	0.000000
143	538686495	0.000000
144	1946118817	0.000000
145	-1810161984	0.000000
146	135956833	0.000000
147	-1674205151	0.000000
148	-1538248318	0.000000
149	1082513827	0.000000
150	-455734491	0.000000
151	626779336	0.000000
152	171044845	0.000000
153	797824181	0.000000
154	968869026	0.000000
155	1766693207	0.000000
156	-1559405063	0.000000
157	207288144	0.000000
158	-1352116919	0.000000
159	-1144828775	0.000000
160	1798021602	0.000000
161	653192827	0.000000
162	-1843752867	0.000000
163	-1190560040	0.000000
164	1260654389	0.000000
165	70094349	0.000000
166	1330748738	0.000000
167	1400843087	0.000000
168	-1563375471	0.000000
169	-162532384	0.000000
170	-1725907855	0.000000
171	-1888440239	0.000000
172	680619202	0.000000
173	-1207821037	0.000000
174	-527201835	0.000000
175	-1735022872	0.000000
176	2032742589	0.000000
177	297719717	0.000000
178	-1964504990	0.000000
179	-1666785273	0.000000
180	663677033	0.000000
