2000 	 0.130000 
2001 	 0.150000 
2002 	 0.150000 
2003 	 0.160000 
2004 	 0.130000 
2005 	 0.150000 
2006 	 0.140000 
2007 	 0.160000 
2008 	 0.140000 
2009 	 0.190000 
2010 	 0.130000 
2011 	 0.160000 
2012 	 0.160000 
2013 	 0.170000 
2014 	 0.160000 
2015 	 0.160000 
2016 	 0.150000 
2017 	 0.170000 
2018 	 0.150000 
2019 	 0.170000 
2020 	 0.150000 
2021 	 0.160000 
2022 	 0.160000 
2023 	 0.160000 
2024 	 0.160000 
2025 	 0.170000 
2026 	 0.150000 
2027 	 0.160000 
2028 	 0.150000 
2029 	 0.160000 
2030 	 0.150000 
2031 	 0.160000 
2032 	 0.140000 
2033 	 0.170000 
2034 	 0.120000 
2035 	 0.160000 
2036 	 0.130000 
2037 	 0.150000 
2038 	 0.130000 
2039 	 0.140000 
2040 	 0.130000 
2041 	 0.170000 
2042 	 0.160000 
2043 	 0.160000 
2044 	 0.160000 
2045 	 0.170000 
2046 	 0.160000 
2047 	 0.170000 
2048 	 0.150000 
2049 	 0.170000 
2050 	 0.150000 
2051 	 0.170000 
2052 	 0.150000 
2053 	 0.170000 
2054 	 0.160000 
2055 	 0.170000 
2056 	 0.150000 
2057 	 0.170000 
2058 	 0.150000 
2059 	 0.160000 
2060 	 0.150000 
2061 	 0.160000 
2062 	 0.130000 
2063 	 0.160000 
2064 	 0.140000 
2065 	 0.150000 
2066 	 0.130000 
2067 	 0.150000 
2068 	 0.130000 
2069 	 0.160000 
2070 	 0.140000 
2071 	 0.170000 
2072 	 0.170000 
2073 	 0.170000 
2074 	 0.160000 
2075 	 0.170000 
2076 	 0.160000 
2077 	 0.150000 
2078 	 0.150000 
2079 	 0.160000 
2080 	 0.160000 
2081 	 0.170000 
2082 	 0.160000 
2083 	 0.160000 
2084 	 0.160000 
2085 	 0.180000 
2086 	 0.150000 
2087 	 0.170000 
2088 	 0.150000 
2089 	 0.160000 
2090 	 0.150000 
2091 	 0.170000 
2092 	 0.140000 
2093 	 0.170000 
2094 	 0.150000 
2095 	 0.160000 
2096 	 0.150000 
2097 	 0.170000 
2098 	 0.140000 
2099 	 0.150000 
2100 	 0.130000 
2101 	 0.170000 
2102 	 0.160000 
2103 	 0.170000 
2104 	 0.160000 
2105 	 0.170000 
2106 	 0.160000 
2107 	 0.160000 
2108 	 0.150000 
2109 	 0.160000 
2110 	 0.160000 
2111 	 0.180000 
2112 	 0.140000 
2113 	 0.160000 
2114 	 0.170000 
2115 	 0.160000 
2116 	 0.140000 
2117 	 0.180000 
2118 	 0.140000 
2119 	 0.160000 
2120 	 0.130000 
2121 	 0.150000 
2122 	 0.150000 
2123 	 0.170000 
2124 	 0.150000 
2125 	 0.170000 
2126 	 0.150000 
2127 	 0.170000 
2128 	 0.160000 
2129 	 0.150000 
2130 	 0.130000 
2131 	 0.160000 
2132 	 0.170000 
2133 	 0.170000 
2134 	 0.170000 
2135 	 0.180000 
2136 	 0.160000 
2137 	 0.160000 
2138 	 0.160000 
2139 	 0.160000 
2140 	 0.140000 
2141 	 0.160000 
2142 	 0.160000 
2143 	 0.180000 
2144 	 0.170000 
2145 	 0.180000 
2146 	 0.150000 
2147 	 0.180000 
2148 	 0.150000 
2149 	 0.180000 
2150 	 0.140000 
2151 	 0.150000 
2152 	 0.150000 
2153 	 0.170000 
2154 	 0.150000 
2155 	 0.170000 
2156 	 0.150000 
2157 	 0.190000 
2158 	 0.140000 
2159 	 0.170000 
2160 	 0.150000 
2161 	 0.170000 
2162 	 0.170000 
2163 	 0.180000 
2164 	 0.170000 
2165 	 0.170000 
2166 	 0.170000 
2167 	 0.160000 
2168 	 0.170000 
2169 	 0.150000 
2170 	 0.150000 
2171 	 0.160000 
2172 	 0.170000 
2173 	 0.170000 
2174 	 0.180000 
2175 	 0.170000 
2176 	 0.160000 
2177 	 0.160000 
2178 	 0.150000 
2179 	 0.170000 
2180 	 0.160000 
2181 	 0.160000 
2182 	 0.160000 
2183 	 0.160000 
2184 	 0.140000 
2185 	 0.160000 
2186 	 0.130000 
2187 	 0.180000 
2188 	 0.150000 
2189 	 0.170000 
2190 	 0.150000 
2191 	 0.170000 
2192 	 0.170000 
2193 	 0.170000 
2194 	 0.160000 
2195 	 0.180000 
2196 	 0.170000 
2197 	 0.170000 
2198 	 0.170000 
2199 	 0.180000 
2200 	 0.160000 
